Doc Symbol	publicaion date	Jobs	title	title _ar	subjects	Area	discard	Lang available	Security level	title	session 1	session 2	session 3	agenda 1	agenda 2	agenda 3
E/ESCWA/13/4/ADD.21/REV.1	04/14/1986	I8600464	PROGRESS MADE IN THE IMPLEMENTATION OF THE WORK PROGRAMME. MASTER PLAN FOR THE DEVELOPMENT OF TECHNOLOGY CAPABILITIES IN CAPITAL GOODS INDUSTRIES. A FRAMEWORK. NOTE BY THE SECRETARIAT.		T0006159;T0004948;T0004924;T0006816;T0006819	UNDOC		EP AP	2	PROGRESS MADE IN THE IMPLEMENTATION OF THE WORK PROGRAMME. MASTER PLAN FOR THE DEVELOPMENT OF TECHNOLOGY CAPABILITIES IN CAPITAL GOODS INDUSTRIES. A FRAMEWORK. NOTE BY THE SECRETARIAT.	13			6 (A)		
E/ESCWA/13/4/ADD.22	02/05/1986	I8600182	PROGRESS MADE IN THE IMPLEMENTATION OF THE WORK PROGRAMME. URBANIZATION IN WESTERN ASIA: ENVIRONMENTAL CONSEQUENCES. NOTE BY THE SECRETARIAT.		T0006159;T0003122;T0009970;T0001197;T0002111;T0003114	UNDOC		EP AP	2	PROGRESS MADE IN THE IMPLEMENTATION OF THE WORK PROGRAMME. URBANIZATION IN WESTERN ASIA: ENVIRONMENTAL CONSEQUENCES. NOTE BY THE SECRETARIAT.	13			6 (A)		
E/ESCWA/13/4/ADD.23	02/05/1986	I8600134	THE POSSIBILITIES OF EXPANDING THE BULK FLEETS IN WESTERN ASIA : NOTE / BY THE SECRETARIAT		T0002428;T0002465;T0005547;T0006000;T0002499	UNDOC		EP AP	2	THE POSSIBILITIES OF EXPANDING THE BULK FLEETS IN WESTERN ASIA : NOTE / BY THE SECRETARIAT	13			6a		
E/ESCWA/13/4/ADD.24	02/05/1986	I8600163	THE DEVELOPMENT OF LAND TRANSPORT LINKS IN WESTERN ASIA : NOTE / BY THE SECRETARIAT		T0002383;T0002400;T0002382;T0002406;T0005547;T0006000	UNDOC		EP AP	2	THE DEVELOPMENT OF LAND TRANSPORT LINKS IN WESTERN ASIA : NOTE / BY THE SECRETARIAT	13			6a		
E/ESCWA/13/4/ADD.25	02/05/1986	I8600139	REGIONAL TRANSPORT DEVELOPMENT STRATEGY : NOTE / BY THE SECRETARIAT		T0002311;T0002317;T0002584;T0006267;T0002318;T0005547;T0006000	UNDOC		EP AP	2	REGIONAL TRANSPORT DEVELOPMENT STRATEGY : NOTE / BY THE SECRETARIAT	13			6a		
E/ESCWA/13/4/ADD.26	03/02/1986	I8600271	DISSEMINATION OF MATURE SOLAR AND WIND TECHNOLOGIES IN SELECTED ESCWA COUNTRIES WITH SPECIAL REFERENCE TO LEAST DEVELOPED COUNTRIES : NOTE / BY THE SECRETARIAT		T0001438;T0001445;T0001422;T0005547;T0006000	UNDOC		EP AP	2	DISSEMINATION OF MATURE SOLAR AND WIND TECHNOLOGIES IN SELECTED ESCWA COUNTRIES WITH SPECIAL REFERENCE TO LEAST DEVELOPED COUNTRIES : NOTE / BY THE SECRETARIAT	13			6a		
E/ESCWA/13/4/ADD.3	02/05/1986	I8600250	MAIN ISSUES AND CONDITIONS WITH REGARD TO AGRICULTURE AND FOOD IN WESTERN ASIA : NOTE / BY THE SECRETARIAT		T0001482;T0001488;T0001765;T0003193;T0000747;T0005547;T0006000	UNDOC		EP AP	2	MAIN ISSUES AND CONDITIONS WITH REGARD TO AGRICULTURE AND FOOD IN WESTERN ASIA : NOTE / BY THE SECRETARIAT	13			6a		
E/ESCWA/13/4/ADD.4	02/05/1986	I8600299	AGRARIAN SYSTEMS AND THE ALLEVIATION OF RURAL POVERTY : NOTE / BY THE SECRETARIAT		T0001448;T0004342;T0004255;T0005547;T0006000	UNDOC		EP AP	2	AGRARIAN SYSTEMS AND THE ALLEVIATION OF RURAL POVERTY : NOTE / BY THE SECRETARIAT	13			6a		
E/ESCWA/13/4/ADD.5	02/05/1986	I8600124	EXPANSION AND DIVERSIFICATION OF EXPORTS OF MANUFACTURES AND SEMI-MANUFACTURES IN SELECTED COUNTRIES OF WESTERN ASIA : NOTE / BY THE SECRETARIAT		T0002712;T0002625;T0005547;T0006000	UNDOC		EP AP	2	EXPANSION AND DIVERSIFICATION OF EXPORTS OF MANUFACTURES AND SEMI-MANUFACTURES IN SELECTED COUNTRIES OF WESTERN ASIA : NOTE / BY THE SECRETARIAT	13			6a		
E/ESCWA/13/4/ADD.6	02/05/1986	I8600119	URBAN ENVIRONMENTAL MANAGEMENT IN SELECTED COUNTRIES OF THE ESCWA REGION : NOTE / BY THE SECRETARIAT		T0003114;T0001142;T0005547;T0006000	UNDOC		EP AP	2	URBAN ENVIRONMENTAL MANAGEMENT IN SELECTED COUNTRIES OF THE ESCWA REGION : NOTE / BY THE SECRETARIAT	13			6a		
E/ESCWA/13/4/ADD.7	02/05/1986	I8600125	STATUS OF THE BUILDING MATERIALS AND CONSTRUCTION INDUSTRIES IN THE ESCWA REGION : NOTE / BY THE SECRETARIAT		T0002134;T0002125;T0005547;T0006000	UNDOC		EP AP	2	STATUS OF THE BUILDING MATERIALS AND CONSTRUCTION INDUSTRIES IN THE ESCWA REGION : NOTE / BY THE SECRETARIAT	13			6a		
E/ESCWA/13/4/ADD.8	02/05/1986	I8600263	INTEGRATED ENERGY PLANNING IN SELECTED ESCWA COUNTRIES : NOTE / BY THE SECRETARIAT		T0009052;T0005533;T0005534;T0005544;T0005547;T0006000	UNDOC		EP AP	2	INTEGRATED ENERGY PLANNING IN SELECTED ESCWA COUNTRIES : NOTE / BY THE SECRETARIAT	13			6a		
E/ESCWA/13/4/ADD.9	02/05/1986	I8600165	ESTABLISHMENT OF A PERMANENT NETWORK ON NEW AND RENEWABLE SOURCES OF ENERGY IN THE ESCWA REGION AND ITS PROGRAMME OF ACTION : NOTE / BY THE SECRETARIAT		T0001422;T0006309;T0005977;T0004794;T0005547;T0006000	UNDOC		EP AP	2	ESTABLISHMENT OF A PERMANENT NETWORK ON NEW AND RENEWABLE SOURCES OF ENERGY IN THE ESCWA REGION AND ITS PROGRAMME OF ACTION : NOTE / BY THE SECRETARIAT	13			6a		
E/ESCWA/13/5	03/03/1986	I8600248	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA : FOLLOW-UP ACTION ON THE RESOLUTIONS OF THE COMMISSION		T0004781;T0006051	UNDOC		EP AP	2	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA : FOLLOW-UP ACTION ON THE RESOLUTIONS OF THE COMMISSION	13			6 (B)		
E/ESCWA/13/5/ADD.1	02/19/1986	I8600255	COMMISSION RESOLUTION 133(XII) ON THE DESIGNATION OF THE ECONOMIC COMMISSION FOR WESTERN ASIA		T0005997	UNDOC		EP AP	2	COMMISSION RESOLUTION 133(XII) ON THE DESIGNATION OF THE ECONOMIC COMMISSION FOR WESTERN ASIA	13			6 6b		
E/ESCWA/13/5/ADD.2	03/02/1986	I8600260	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION: FOLLOW-UP ACTION ON THE RESOLUTIONS OF THE COMMISSION COMMISSION RESOLUTION 134 (XII) ON THE PROGRAMME OF WORK AND PRIORITIES FOR THE PERIOD 1986-1987		T0005547;T0007920;T0006051;T0009702;T0006000	UNDOC		EP AP	2	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION: FOLLOW-UP ACTION ON THE RESOLUTIONS OF THE COMMISSION COMMISSION RESOLUTION 134 (XII) ON THE PROGRAMME OF WORK AND PRIORITIES FOR THE PERIOD 1986-1987						
E/ESCWA/13/5/ADD.3	02/16/1986	I8600202	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION: FOLLOW-UP ACTION ON THE RESOLUTIONS OF THE COMMISSION: COMMISSION RESOLUTION 135 (XII) ON  PROGRESS MADE IN THE IMPLEMENTATION OF THE WORK PROGRAMME		T0007920;T0005547;T0006051;T0006000;T0007909	UNDOC		EP AP	2	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION: FOLLOW-UP ACTION ON THE RESOLUTIONS OF THE COMMISSION: COMMISSION RESOLUTION 135 (XII) ON  PROGRESS MADE IN THE IMPLEMENTATION OF THE WORK PROGRAMME	13			6 (B)		
E/ESCWA/13/5/ADD.4	02/05/1986	I8600231	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION: FOLLOW-UP ACTION ON THE RESOLUTIONS OF THE COMMISSION: IV COMMISSION RESOLUTION 136 (XII) ON THE SCIENCE AND TECHNOLOGY PROGRAMME		T0005547;T0007920;T0006051;T0006000;T0004928	UNDOC		EP AP	2	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION: FOLLOW-UP ACTION ON THE RESOLUTIONS OF THE COMMISSION: IV COMMISSION RESOLUTION 136 (XII) ON THE SCIENCE AND TECHNOLOGY PROGRAMME	13			6 (B)		
E/ESCWA/13/5/ADD.5	02/18/1986	I8600266	COMMISSION RESOLUTION 137(XII) ON TECHNICAL COOPERATION ACTIVITIES AND TECHNICAL ASSISTANCE PROJECTS : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA		T0000756;T0000714;T0005547	UNDOC		EP AP	2	COMMISSION RESOLUTION 137(XII) ON TECHNICAL COOPERATION ACTIVITIES AND TECHNICAL ASSISTANCE PROJECTS : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA	13			6 6b		
E/ESCWA/13/5/ADD.6/REV.1	04/14/1986	I8600438	COMMISSION RESOLUTION 139(XII) ON ECONOMIC AND SOCIAL CONDITIONS OF THE PALESTINIAN PEOPLE UNDER OCCUPATION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA		T0000667;T0004268;T0000363;T0005881	UNDOC		EP AP	2	COMMISSION RESOLUTION 139(XII) ON ECONOMIC AND SOCIAL CONDITIONS OF THE PALESTINIAN PEOPLE UNDER OCCUPATION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA	13			6 6b		
E/ESCWA/13/5/ADD.7	02/23/1986	I8600223	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION: FOLLOW-UP ACTION ON THE RESOLUTIONS OF THE COMMISSION: VII COMMISSION RESOLUTION 140 (XII) ON THE FILING OF VACANCIES IN THE SECRETARIAT		T0005547;T0007920;T0006051;T0010421;T0007881;T0009563	UNDOC		EP AP	2	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION: FOLLOW-UP ACTION ON THE RESOLUTIONS OF THE COMMISSION: VII COMMISSION RESOLUTION 140 (XII) ON THE FILING OF VACANCIES IN THE SECRETARIAT	13			6 (B)		
E/ESCWA/13/5/ADD.8	02/18/1986	I8600185	COMMISSION RESOLUTION 14(XII) ON THE GENERAL STUDY OF THE ECONOMIC AND SOCIAL SITUATION AND POTENTIAL OF THE PALESTINIAN PEOPLE : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA		T0000667;T0004268;T0000363;T0005881	UNDOC		EP AP	2	COMMISSION RESOLUTION 14(XII) ON THE GENERAL STUDY OF THE ECONOMIC AND SOCIAL SITUATION AND POTENTIAL OF THE PALESTINIAN PEOPLE : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA	13			6 6b		
E/ESCWA/13/6	02/23/1986	I8600131	FOLLOW-UP ACTION AT THE REGIONAL LEVEL OF THE UNITED NATIONS WORLD CONFERENCES AND ESCWA REGIONAL MEETINGS : WORLD CONFERENCE OF THE UNITED NATIONS DECADE FOR WOMEN ; REGIONAL INTERGOVERNMENTAL MEETING OF THE COUNTRIES OF WESTERN ASIA ON THE UNITED NATIONS DRAFT CODE OF CONDUCT ON TRANSNATIONAL CORPORATIONS ; 1ST MEETING OF HEADS OF CENTRAL STATISTICAL ORGANIZATIONS IN THE ESCWA REGION ; ESCWA PREPARATORY MEETING FOR THE UNITED NATIONS CONFERENCE FOR THE PROMOTION OF INTERNATIONAL COOPERATION IN THE PEACEFUL USES OF NUCLEAR ENERGY : NOTE / BY THE EXECUTIVE SECRETARY		T0000895;T0001488;T0002820;T0002796;T0000686;T0000689;T0005547;T0007920;T0005999;T0006857;T0000922;T0006345;T0006024;T0000901;T0002304;T0000925;T0004948;T0002669;T0003709;T0001135;T0000908;T0001759;T0001423	UNDOC		EP AP	2	FOLLOW-UP ACTION AT THE REGIONAL LEVEL OF THE UNITED NATIONS WORLD CONFERENCES AND ESCWA REGIONAL MEETINGS : WORLD CONFERENCE OF THE UNITED NATIONS DECADE FOR WOMEN ; REGIONAL INTERGOVERNMENTAL MEETING OF THE COUNTRIES OF WESTERN ASIA ON THE UNITED NATIONS DRAFT CODE OF CONDUCT ON TRANSNATIONAL CORPORATIONS ; 1ST MEETING OF HEADS OF CENTRAL STATISTICAL ORGANIZATIONS IN THE ESCWA REGION ; ESCWA PREPARATORY MEETING FOR THE UNITED NATIONS CONFERENCE FOR THE PROMOTION OF INTERNATIONAL COOPERATION IN THE PEACEFUL USES OF NUCLEAR ENERGY : NOTE / BY THE EXECUTIVE SECRETARY	13			7		
E/ESCWA/13/7	02/05/1986	I8600241	INTERREGIONAL CONSULTATION ON DEVELOPMENTAL SOCIAL WELFARE POLICIES AND PROGRAMMES : NOTE BY THE EXECUTIVE SECRETARY.		T0007920;T0005547;T0006124;T0004271;T0004347;T0004352	UNDOC		EP AP	2	INTERREGIONAL CONSULTATION ON DEVELOPMENTAL SOCIAL WELFARE POLICIES AND PROGRAMMES : NOTE BY THE EXECUTIVE SECRETARY.	13			8		
E/ESCWA/13/8/REV.1	04/14/1986	I8600441	CURRENT ISSUES OF IMPORTANCE TO THE ESCWA REGION RESOLUTION NO. 119 (X) FOREIGN DEBT IMPLICATIONS FOR CREDITOR AND DEBTOR COUNTRIES OF WESTERN ASIA NOTE BY THE EXECUTIVE SECRETARY.		T0007920;T0005547;T0006124;T0000947;T0000160	UNDOC		EP AP	2	CURRENT ISSUES OF IMPORTANCE TO THE ESCWA REGION RESOLUTION NO. 119 (X) FOREIGN DEBT IMPLICATIONS FOR CREDITOR AND DEBTOR COUNTRIES OF WESTERN ASIA NOTE BY THE EXECUTIVE SECRETARY.	13			9		
E/ESCWA/13/9	02/17/1986	I8600237	FINANCIAL STATUS OF THE COMMISSION'S PROGRAMME REGULAR PROGRAMME BUDGET OF THE COMMISSION: NOTE BY THE EXECUTIVE SECRETARY		T0007920;T0005547;T0000813;T0005920	UNDOC		EP AP	2	FINANCIAL STATUS OF THE COMMISSION'S PROGRAMME REGULAR PROGRAMME BUDGET OF THE COMMISSION: NOTE BY THE EXECUTIVE SECRETARY	13			10		
E/ESCWA/13/9/ADD.1/REV.1	04/14/1986	I8600469	FINANCIAL STATUS OF THE COMMISSION'S PROGRAMME EXTRABUDGETARY RESOURCES SUPPORTING THE COMMISSION'S PROGRAMME: NOTE BY THE EXECUTIVE SECRETARY		T0007920;T0005547;T0000813;T0009157;T0009701	UNDOC		EP AP	2	FINANCIAL STATUS OF THE COMMISSION'S PROGRAMME EXTRABUDGETARY RESOURCES SUPPORTING THE COMMISSION'S PROGRAMME: NOTE BY THE EXECUTIVE SECRETARY	13			10		
E/ESCWA/13/9/ADD.2	02/18/1986	I8600245	TRUST FUND FOR ESCWA REGIONAL ACTIVITIES : NOTE  BY THE EXECUTIVE SECRETARY		T0007920;T0005547;T0009701;T0007901;T0005998;T0006244	UNDOC		EP AP	2	TRUST FUND FOR ESCWA REGIONAL ACTIVITIES : NOTE  BY THE EXECUTIVE SECRETARY	13			10		
E/ESCWA/13/9/ADD.3	04/17/1986	I8600508	FINANCIAL STATUS OF THE COMMISSION'S PROGRAMME ECONOMY MEASURES: NOTE  BY THE EXECUTIVE SECRETARY		T0007920;T0005547;T0000794;T0009424;T0009586	UNDOC		EP AP	2	FINANCIAL STATUS OF THE COMMISSION'S PROGRAMME ECONOMY MEASURES: NOTE  BY THE EXECUTIVE SECRETARY	13			10		
E/ESCWA/13/INF.1	01/15/1986	I8600014	INFORMATION FOR PARTICIPANTS BAGHDAD-IRAQ 1986		T0005957;T0005547	UNDOC		EP AP	2	INFORMATION FOR PARTICIPANTS BAGHDAD-IRAQ 1986	13					
E/ESCWA/13/INF.2	04/21/1986	I8600568	PROVISIONAL LIST OF DOCUMENTS		T0004781;T0005547;T0007920	UNDOC		EP	3	PROVISIONAL LIST OF DOCUMENTS	13					
E/ESCWA/13/INF.3	04/21/1986	I8600580	PROVISIONAL LIST OF PARTICIPANTS		T0005957;T0005547;T0007920	UNDOC		EP AP	3	PROVISIONAL LIST OF PARTICIPANTS	13					
E/ESCWA/13/INF.3/REV.1	04/24/1986	I8600589	LIST OF PARTICIPANTS		T0005957;T0005547;T0007920	UNDOC		EP AP	2	LIST OF PARTICIPANTS	13					
E/ESCWA/14/10	02/08/1987	I8700283	CURRENT ISSUES OF IMPORTANCE TO THE ESCWA REGION (COMMISSION RESOLUTION 119(X)) : IMPACT OF RETURN MIGRATION ON SELECTED LABOUR-SENDING COUNTRIES IN THE ESCWA REGION		T0006051;T0002818;T0003695;T0003722;T0001016;T0000812;T0000621;T0001024;T0001011;T0005342;T0005533;T0005546;T0005531;T0006159;T0005547	UNDOC		EP	2	CURRENT ISSUES OF IMPORTANCE TO THE ESCWA REGION (COMMISSION RESOLUTION 119(X)) : IMPACT OF RETURN MIGRATION ON SELECTED LABOUR-SENDING COUNTRIES IN THE ESCWA REGION	14			10		
E/ESCWA/14/11	03/29/1987	I8700456	IN-DEPTH STUDY OF THE UNITED NATIONS INTERGOVERNMENTAL STRUCTURE AND FUNCTIONS IN THE ECONOMIC AND SOCIAL SECTORS : NOTE		T0006036;T0006023;T0006021	UNDOC		EP AP	2	IN-DEPTH STUDY OF THE UNITED NATIONS INTERGOVERNMENTAL STRUCTURE AND FUNCTIONS IN THE ECONOMIC AND SOCIAL SECTORS : NOTE	14			10		
E/ESCWA/14/12	04/30/1987	I8700544	REPORT ON THE FOURTEENTH SESSION: 31 MARCH - 5 APRIL 1987		T0006038;T0006051;T0005999;T0006000;T0006124	UNDOC		EP AP	2	REPORT ON THE FOURTEENTH SESSION: 31 MARCH - 5 APRIL 1987	14					
E/ESCWA/14/1/REV.1	04/04/1987	I8700507	AGENDA : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA, 14TH SESSION, 4-5 APRIL 1987, BAGHDAD		T0005915	UNDOC		EP AP	2	AGENDA : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA, 14TH SESSION, 4-5 APRIL 1987, BAGHDAD	14					
E/ESCWA/14/2/REV.1	03/02/1978	I8700304	ORGANIZATION OF WORK: NOTE BY THE EXECUTIVE SECRETARY		T0005999;T0005547	UNDOC		EP AP	2	ORGANIZATION OF WORK: NOTE BY THE EXECUTIVE SECRETARY						
E/ESCWA/14/3/REV.1	04/03/1987	I8700491	INVITATION TO STATES MEMBERS OF THE UNITED NATIONS OR OF THE SPECIALIZED AGENCIES NOT MEMBERS OF THE COMMISSION TO PARTICIPATE IN A CONSULTATIVE CAPACITY IN THE FOUTEENTH SESSION OF THE COMMISSION: NOTE BY THE EXECUTIVE SECRETARY		T0005957;T0005950;T0005547	UNDOC		EP AP	2	INVITATION TO STATES MEMBERS OF THE UNITED NATIONS OR OF THE SPECIALIZED AGENCIES NOT MEMBERS OF THE COMMISSION TO PARTICIPATE IN A CONSULTATIVE CAPACITY IN THE FOUTEENTH SESSION OF THE COMMISSION: NOTE BY THE EXECUTIVE SECRETARY	14					
E/ESCWA/14/4	02/25/1987	I8700263	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION		T0005547;T0006124	UNDOC		EP AP	2	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION	14			6		
E/ESCWA/14/5/REV.1	04/04/1987	I8700551	REPORT OF THE TECHNICAL COMMITTEE ON THE WORK OF ITS 5TH SESSION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA		T0006736;T0003070;T0001135;T0001850;T0002833;T0000789;T0000816;T0004928;T0005601;T0000896;T0000922;T0005547;T0005999;T0006000;T0007920;T0004781;T0007910	UNDOC		EP AP	2	REPORT OF THE TECHNICAL COMMITTEE ON THE WORK OF ITS 5TH SESSION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA	14					
E/ESCWA/14/6/REV.1	03/01/1987	I8700398	DRAFT MEDIUM-TERM PLAN FOR THE PERIOD 1990-1995 : NOTE BY THE EXECUTIVE SECRETARY		T0007910;T0005547	UNDOC		EP	3	DRAFT MEDIUM-TERM PLAN FOR THE PERIOD 1990-1995 : NOTE BY THE EXECUTIVE SECRETARY	14					
E/ESCWA/14/6/REV.2	03/01/1987	I8700284			T0007910;T0005547	UNDOC		AP	3		14			8		
E/ESCWA/14/7	02/19/1987	I8700218	DEVELOPMENTAL SOCIAL WELFARE ISSUES : INTERREGIONAL CONSULTATION ON DEVELOPMENTAL SOCIAL WELFARE POLICIES AND PROGRAMMES : NOTE		T0004352;T0004347;T0007913;T0003428;T0003988;T0004030;T0004349;T0003760;T0003853;T0009552;T0005547	UNDOC		EP AP	2	DEVELOPMENTAL SOCIAL WELFARE ISSUES : INTERREGIONAL CONSULTATION ON DEVELOPMENTAL SOCIAL WELFARE POLICIES AND PROGRAMMES : NOTE	14			7b 7bi		
E/ESCWA/14/8	02/16/1987	I8700238	DEVELOPMENTAL SOCIAL WELFARE ISSUES : UNITED NATIONS DECADE OF DISABLED PERSONS : NOTE		T0003428;T0005547;T0006762;T0013870	UNDOC		EP AP	2	DEVELOPMENTAL SOCIAL WELFARE ISSUES : UNITED NATIONS DECADE OF DISABLED PERSONS : NOTE	14			7b 7bii		
E/ESCWA/14/9	02/22/1978	I8700275	REGULAR PROGRAMME BUDGET OF THE COMMISSION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA : NOTE / BY THE EXECUTIVE SECRETARY		T0005920;T0005937;T0000714;T0003650;T0000922	UNDOC		EP AP	2	REGULAR PROGRAMME BUDGET OF THE COMMISSION : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA : NOTE / BY THE EXECUTIVE SECRETARY	14			8		
E/ESCWA/14/9/ADD.1	02/24/1987	I8700274	EXTRABUDGETARY RESOURCES SUPPORTING THE COMMISSION'S PROGRAMME : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA : NOTE / BY THE EXECUTIVE SECRETARY		T0009157;T0006244	UNDOC		EP AP	2	EXTRABUDGETARY RESOURCES SUPPORTING THE COMMISSION'S PROGRAMME : ECONOMIC AND SOCIAL COMMISSION FOR WESTERN ASIA : NOTE / BY THE EXECUTIVE SECRETARY	14			8		
E/ESCWA/14/9/ADD.2	02/24/1987	I8700278	TRUST FUND FOR ESCWA REGIONAL ACTIVITIES : NOTE / BY THE EXECUTIVE SECRETARY		T0005998;T0006244	UNDOC		EP AP	2	TRUST FUND FOR ESCWA REGIONAL ACTIVITIES : NOTE / BY THE EXECUTIVE SECRETARY	14			8		
E/ESCWA/14/INF.1	08/15/1987	I8701484	INFORMATION FOR PARTICIPANTS BAGHDAD-IRAQ 1987		T0005957;T0005547	UNDOC		EP AP	2	INFORMATION FOR PARTICIPANTS BAGHDAD-IRAQ 1987	14					
E/ESCWA/14/INF.2/REV.1	04/03/1987	I8700493	PROVISIONAL LIST OF DOCUMENTS, FOURTEENTH SESSION 4-5 APRIL 1987 BAGHDAD		T0005547;T0004781	UNDOC		EP AP	3	PROVISIONAL LIST OF DOCUMENTS, FOURTEENTH SESSION 4-5 APRIL 1987 BAGHDAD	14					
E/ESCWA/14/INF.3/REV.2	04/11/1987	I8700552	LIST OF PARTICIPANTS, FOURTEENTH SESSION 4-5 APRIL 1987 BAGHDAD		T0005957;T0005547	UNDOC		EP AP	2	LIST OF PARTICIPANTS, FOURTEENTH SESSION 4-5 APRIL 1987 BAGHDAD	14					
E/ESCWA/152	03/03/1982	I8200113	THE FINANCIAL STATUS OF THE COMMISSION'S PROGRAMMES AND THE STRENGTHENING OF THE FINANCIAL CONTRIBUTIONS ACCOUNT. THE FINANCIAL STATUS OF THE COMMISSION'S PROGRAMMES (NOTE BY THE EXECUTIVE SECRETARY)		T0007901;T0009157;T0005998;T0001919;T0006000;T0006124	UNDOC		AP	2	THE FINANCIAL STATUS OF THE COMMISSION'S PROGRAMMES AND THE STRENGTHENING OF THE FINANCIAL CONTRIBUTIONS ACCOUNT. THE FINANCIAL STATUS OF THE COMMISSION'S PROGRAMMES (NOTE BY THE EXECUTIVE SECRETARY)	9			8 (A)		
E/ESCWA/15/1	05/17/1989	I8900693	AGENDA, FIFTEENTH SESSION 17-18 MAY 1989 BAGHDAD		T0005915;T0005547;T0007920	UNDOC		EP	2	AGENDA, FIFTEENTH SESSION 17-18 MAY 1989 BAGHDAD	15					
E/ESCWA/15/1/REV.1	05/17/1989	I8900692			T0005915;T0005547;T0007920	UNDOC		AP	2		15					
E/ESCWA/15/2	02/26/1989	I8900261	ORGANIZATION OF WORK : NOTE BY THE EXECUTIVE SECRETARY		T0005999;T0005547;T0007920	UNDOC		EP AP	2	ORGANIZATION OF WORK : NOTE BY THE EXECUTIVE SECRETARY	15			4		
E/ESCWA/15/3	02/26/1989	I8900372	INVITATION OF STATES MEMBERS OF THE UNITED NATIONS OR OF THE SPECIALIZED AGENCIES NOT MEMBERS OF THE COMMISSION TO PARTICIPATE IN A CONSULTATIVE CAPACITY IN THE FIFTEENTH SESSION OF THE COMMISSION : NOTE BY THE EXECUTIVE SECRETARY		T0005547;T0007920;T0005950	UNDOC		EP AP	2	INVITATION OF STATES MEMBERS OF THE UNITED NATIONS OR OF THE SPECIALIZED AGENCIES NOT MEMBERS OF THE COMMISSION TO PARTICIPATE IN A CONSULTATIVE CAPACITY IN THE FIFTEENTH SESSION OF THE COMMISSION : NOTE BY THE EXECUTIVE SECRETARY	15			5		
E/ESCWA/15/4/REV.1	05/15/1989	I8900672	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION		T0005547;T0006124;T0007920	UNDOC		EP AP	2	REPORT OF THE EXECUTIVE SECRETARY ON THE ACTIVITIES OF THE COMMISSION	15			6		
E/ESCWA/15/5	05/31/1989	I8900893	REPORT OF THE TECHNICAL COMMITTEE ON THE WORK OF ITS SIXTH SESSION		T0005915;T0006000;T0005963;T0006124;T0006051;T0005547	UNDOC		EP	2	REPORT OF THE TECHNICAL COMMITTEE ON THE WORK OF ITS SIXTH SESSION						
E/ESCWA/15/5/REV.1	05/31/1989	I8900792			T0006000;T0005999;T0005698;T0005547	UNDOC		AP	2							
E/ESCWA/15/6	03/21/1989	I8900424	FINANCIAL STATUS OF THE COMMISSION'S PROGRAMMES REGULAR PROGRAMME BUDGET OF THE COMMISSION : NOT BY THE EXECUTIVE SECRETARY		T0006000;T0005547;T0000813	UNDOC		EP AP	2	FINANCIAL STATUS OF THE COMMISSION'S PROGRAMMES REGULAR PROGRAMME BUDGET OF THE COMMISSION : NOT BY THE EXECUTIVE SECRETARY	15			8		
